APT;INSUMO;DATA_APT;COD_BEM;DESC_BEM;HOR_INI;HOR_FIN;QTD; VALOR ;TOTAL
APA3767;OLEO DIESEL S10;19/11/2021;VC-2422;CAMINHAO MERCEDES B 1620;136.485,00;136.486,00;130;R$ 5,90;766,87
APA3637;OLEO DIESEL S10;09/11/2021;VC-2742;CAMINHAO MERCEDES B 1313;46.535,00;46.536,00;88;R$ 5,38;473,44
APA3002;OLEO DIESEL S10;18/09/2021;VC-5077;CAMINHAO VOLKSWAGEN 26280;0;0;155,4;R$ 4,92;764,56
APA3619;OLEO DIESEL S10;06/11/2021;VC-5077;CAMINHAO VOLKSWAGEN 26280;2;3;71;R$ 5,38;381,98
APA3636;OLEO DIESEL S10;17/11/2021;VC-8873;CAMINHAO MERCEDES B 2726;135.748,00;135.749,00;241;R$ 5,38;1.296,58
APA3770;OLEO DIESEL S10;19/11/2021;VC-8873;CAMINHAO MERCEDES B 2726;135.749,00;135.750,00;153;R$ 5,90;902,54
APA2804;OLEO DIESEL S10;27/08/2021;VU-1614;PICK-UP MITSUBISHI PAJERO SPORT;0;0;52,53;R$ 4,83;253,71
APA2308;OLEO DIESEL S10;01/07/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;40,4;R$ 4,70;189,88
APA2540;OLEO DIESEL S10;04/07/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;59,69;R$ 4,70;280,54
APA2337;OLEO DIESEL S10;06/07/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;54,01;R$ 4,86;262,48
APA2342;OLEO DIESEL S10;08/07/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;60,78;R$ 4,86;295,39
APA2414;OLEO DIESEL S10;10/07/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;55,84;R$ 4,86;271,38
APA2452;OLEO DIESEL S10;13/07/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;52,88;R$ 4,86;256,99
APA2465;OLEO DIESEL S10;14/07/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;54,65;R$ 4,86;265,59
APA2471;OLEO DIESEL S10;18/07/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;71,2;R$ 4,86;346,03
APA2470;OLEO DIESEL S10;20/07/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;44,39;R$ 4,86;215,73
APA2489;OLEO DIESEL S10;23/07/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;57,72;R$ 4,86;280,51
APA2526;OLEO DIESEL S10;25/07/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;58,57;R$ 4,86;284,65
APA2532;OLEO DIESEL S10;27/07/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;51,37;R$ 4,86;249,65
APA2537;OLEO DIESEL S10;29/07/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;49,22;R$ 4,86;239,2
APA2574;OLEO DIESEL S10;31/07/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;39,46;R$ 4,86;191,77
APA2579;OLEO DIESEL S10;04/08/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;65,6;R$ 4,86;318,81
APA2627;OLEO DIESEL S10;06/08/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;54,92;R$ 4,86;266,91
APA2654;OLEO DIESEL S10;07/08/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;48,5;R$ 4,86;235,71
APA2625;OLEO DIESEL S10;10/08/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;68,53;R$ 4,86;333,05
APA2684;OLEO DIESEL S10;11/08/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;24,9;R$ 4,86;121,01
APA2831;OLEO DIESEL S10;13/08/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;60,93;R$ 4,86;296,11
APA2739;OLEO DIESEL S10;17/08/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;65,12;R$ 4,86;316,48
APA2740;OLEO DIESEL S10;19/08/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;46,18;R$ 4,83;223,04
APA2755;OLEO DIESEL S10;21/08/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;48,99;R$ 4,83;236,62
APA2760;OLEO DIESEL S10;23/08/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;53,83;R$ 4,83;259,99
APA2810;OLEO DIESEL S10;28/08/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;60,73;R$ 4,83;293,32
APA2927;OLEO DIESEL S10;31/08/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;51,14;R$ 4,83;247
APA2863;OLEO DIESEL S10;02/09/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;43,38;R$ 4,83;209,52
APA2862;OLEO DIESEL S10;03/09/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;51,92;R$ 4,95;257
APA2861;OLEO DIESEL S10;04/09/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;36,97;R$ 4,95;183
APA2870;OLEO DIESEL S10;07/09/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;53,84;R$ 4,95;266,5
APA2911;OLEO DIESEL S10;09/09/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;57,38;R$ 4,95;284,03
APA2923;OLEO DIESEL S10;12/09/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;63,92;R$ 4,95;316,4
APA2922;OLEO DIESEL S10;13/09/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;37,29;R$ 4,95;184,58
APA2951;OLEO DIESEL S10;15/09/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;59,49;R$ 4,92;292,69
APA2954;OLEO DIESEL S10;16/09/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;35,07;R$ 4,92;172,54
APA3231;OLEO DIESEL S10;22/09/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;68,5;R$ 4,92;337,02
APA3044;OLEO DIESEL S10;24/09/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;27,6;R$ 4,92;135,79
APA3156;OLEO DIESEL S10;29/09/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;64,84;R$ 4,92;319,01
APA3255;OLEO DIESEL S10;30/09/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;43,09;R$ 5,22;224,92
APA3214;OLEO DIESEL S10;05/10/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;51,19;R$ 5,22;267,21
APA3225;OLEO DIESEL S10;06/10/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;60,15;R$ 5,22;313,98
APA3272;OLEO DIESEL S10;07/10/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;69,35;R$ 5,22;362
APA3287;OLEO DIESEL S10;11/10/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;74,39;R$ 5,22;388,31
APA3299;OLEO DIESEL S10;14/10/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;67,01;R$ 5,20;348,45
APA3304;OLEO DIESEL S10;15/10/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;49,23;R$ 5,20;255,99
APA3437;OLEO DIESEL S10;18/10/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;43,13;R$ 5,20;224,27
APA3317;OLEO DIESEL S10;18/10/2021;VU-7034;PICK-UP FORD RANGER;67.950,00;67.950,00;38,1;R$ 5,20;198,12
APA3625;OLEO DIESEL S10;17/11/2021;VU-7034;PICK-UP FORD RANGER;67.952,00;67.953,00;377;R$ 5,38;2.028,26
APA3758;OLEO DIESEL S10;19/11/2021;VU-7034;PICK-UP FORD RANGER;67.953,00;67.954,00;257;R$ 5,90;1.516,04
